frame,idx,x,y,z
8,0,0.059211,0.000000,0.099899
8,1,0.063265,0.000000,0.103767
8,2,0.072020,0.000000,0.110545
8,3,0.086913,0.000000,0.109164
8,4,0.101679,0.000000,0.108046
8,5,0.116025,0.000000,0.104380
8,6,0.128199,0.000000,0.095923
8,7,0.134133,0.000000,0.082950
8,8,0.134467,0.000000,0.076522
8,9,0.141817,0.000000,0.078725
8,10,0.133351,0.000000,0.067079
9,0,0.060307,0.000000,0.097522
9,1,0.066712,0.000000,0.105029
9,2,0.079725,0.000000,0.107119
9,3,0.092918,0.000000,0.106786
9,4,0.106114,0.000000,0.106473
9,5,0.118874,0.000000,0.103435
9,6,0.129894,0.000000,0.096627
9,7,0.135189,0.000000,0.085624
9,8,0.136105,0.000000,0.077608
9,9,0.141399,0.000000,0.077360
9,10,0.133351,0.000000,0.067079
10,0,0.059143,0.000000,0.096264
10,1,0.067641,0.000000,0.103517
10,2,0.079191,0.000000,0.106232
10,3,0.091040,0.000000,0.106050
10,4,0.102896,0.000000,0.104951
10,5,0.114733,0.000000,0.103742
10,6,0.125436,0.000000,0.098803
10,7,0.133511,0.000000,0.090383
10,8,0.135659,0.000000,0.080891
10,9,0.140836,0.000000,0.076179
10,10,0.132393,0.000000,0.068078
11,0,0.061128,0.000000,0.097901
11,1,0.070632,0.000000,0.105791
11,2,0.083706,0.000000,0.108412
11,3,0.097112,0.000000,0.107308
11,4,0.110520,0.000000,0.106064
11,5,0.123275,0.000000,0.102292
11,6,0.131853,0.000000,0.092113
11,7,0.132618,0.000000,0.079279
11,8,0.132988,0.000000,0.074118
11,9,0.139903,0.000000,0.076982
11,10,0.130750,0.000000,0.067320
12,0,0.068521,0.000000,0.109959
12,1,0.080115,0.000000,0.112489
12,2,0.091954,0.000000,0.113199
12,3,0.103632,0.000000,0.111000
12,4,0.114564,0.000000,0.106525
12,5,0.123813,0.000000,0.099260
12,6,0.129848,0.000000,0.089140
12,7,0.130259,0.000000,0.077773
12,8,0.134575,0.000000,0.080598
12,9,0.138668,0.000000,0.075935
12,10,0.130750,0.000000,0.067320
13,0,0.058732,0.000000,0.100399
13,1,0.064692,0.000000,0.109966
13,2,0.077705,0.000000,0.112688
13,3,0.090957,0.000000,0.113341
13,4,0.104010,0.000000,0.110504
13,5,0.115964,0.000000,0.104756
13,6,0.124244,0.000000,0.094570
13,7,0.130011,0.000000,0.083117
13,8,0.133915,0.000000,0.078905
13,9,0.138320,0.000000,0.077414
13,10,0.129449,0.000000,0.067441
14,0,0.059006,0.000000,0.097642
14,1,0.065621,0.000000,0.107878
14,2,0.078637,0.000000,0.112324
14,3,0.092277,0.000000,0.113970
14,4,0.105554,0.000000,0.110722
14,5,0.117504,0.000000,0.103842
14,6,0.123948,0.000000,0.092881
14,7,0.129271,0.000000,0.080820
14,8,0.137060,0.000000,0.080577
14,9,0.141508,0.000000,0.077801
14,10,0.132393,0.000000,0.068078
15,0,0.062429,0.000000,0.097780
15,1,0.069204,0.000000,0.107392
15,2,0.081215,0.000000,0.113293
15,3,0.094441,0.000000,0.114838
15,4,0.107268,0.000000,0.111589
15,5,0.118588,0.000000,0.104707
15,6,0.125636,0.000000,0.093792
15,7,0.131099,0.000000,0.082073
15,8,0.136358,0.000000,0.079236
15,9,0.142604,0.000000,0.078361
15,10,0.134994,0.000000,0.067837
16,0,0.060991,0.000000,0.099279
16,1,0.070311,0.000000,0.108076
16,2,0.082489,0.000000,0.113941
16,3,0.095849,0.000000,0.115618
16,4,0.108754,0.000000,0.111742
16,5,0.119526,0.000000,0.103729
16,6,0.125704,0.000000,0.092393
16,7,0.131721,0.000000,0.080694
16,8,0.137285,0.000000,0.079109
16,9,0.142637,0.000000,0.078284
16,10,0.135953,0.000000,0.066837
17,0,0.060991,0.000000,0.099279
17,1,0.070165,0.000000,0.107835
17,2,0.082721,0.000000,0.113627
17,3,0.096327,0.000000,0.115276
17,4,0.109316,0.000000,0.111240
17,5,0.120686,0.000000,0.103550
17,6,0.127392,0.000000,0.091770
17,7,0.131903,0.000000,0.079707
17,8,0.136353,0.000000,0.080549
17,9,0.142765,0.000000,0.079119
17,10,0.138075,0.000000,0.067096
18,0,0.061608,0.000000,0.097401
18,1,0.067098,0.000000,0.105699
18,2,0.080286,0.000000,0.110352
18,3,0.094065,0.000000,0.112759
18,4,0.107723,0.000000,0.110300
18,5,0.120244,0.000000,0.104487
18,6,0.128953,0.000000,0.093901
18,7,0.131957,0.000000,0.080797
18,8,0.136727,0.000000,0.075855
18,9,0.141496,0.000000,0.079402
18,10,0.137253,0.000000,0.066717
19,0,0.063524,0.000000,0.095403
19,1,0.070382,0.000000,0.104528
19,2,0.083167,0.000000,0.107808
19,3,0.096295,0.000000,0.109194
19,4,0.109245,0.000000,0.106710
19,5,0.120908,0.000000,0.100457
19,6,0.129684,0.000000,0.090745
19,7,0.132085,0.000000,0.078172
19,8,0.133648,0.000000,0.069513
19,9,0.137775,0.000000,0.077455
19,10,0.137253,0.000000,0.066717
20,0,0.062361,0.000000,0.094145
20,1,0.065157,0.000000,0.103982
20,2,0.077891,0.000000,0.107192
20,3,0.091023,0.000000,0.107821
20,4,0.104021,0.000000,0.107849
20,5,0.116250,0.000000,0.103446
20,6,0.125880,0.000000,0.094634
20,7,0.132433,0.000000,0.083687
20,8,0.129548,0.000000,0.071612
20,9,0.135401,0.000000,0.074787
20,10,0.135953,0.000000,0.066837
21,0,0.054556,0.000000,0.103517
21,1,0.065129,0.000000,0.106633
21,2,0.077952,0.000000,0.105903
21,3,0.090654,0.000000,0.107291
21,4,0.103488,0.000000,0.106716
21,5,0.115796,0.000000,0.103899
21,6,0.125736,0.000000,0.096671
21,7,0.130733,0.000000,0.085221
21,8,0.128734,0.000000,0.073240
21,9,0.137993,0.000000,0.076979
21,10,0.133351,0.000000,0.067079
22,0,0.054556,0.000000,0.103517
22,1,0.063899,0.000000,0.107657
22,2,0.076810,0.000000,0.106265
22,3,0.089915,0.000000,0.107270
22,4,0.102980,0.000000,0.107571
22,5,0.115613,0.000000,0.104174
22,6,0.125738,0.000000,0.096018
22,7,0.131678,0.000000,0.084802
22,8,0.130981,0.000000,0.074183
22,9,0.138007,0.000000,0.076178
22,10,0.128149,0.000000,0.067561
23,0,0.054899,0.000000,0.104395
23,1,0.062689,0.000000,0.107769
23,2,0.074840,0.000000,0.107567
23,3,0.086976,0.000000,0.108034
23,4,0.099140,0.000000,0.107120
23,5,0.111113,0.000000,0.105099
23,6,0.122274,0.000000,0.101059
23,7,0.130932,0.000000,0.092677
23,8,0.134639,0.000000,0.082582
23,9,0.136425,0.000000,0.075899
23,10,0.127190,0.000000,0.068560
24,0,0.061745,0.000000,0.096023
24,1,0.066738,0.000000,0.100021
24,2,0.075102,0.000000,0.107293
24,3,0.087276,0.000000,0.112501
24,4,0.100613,0.000000,0.112415
24,5,0.110768,0.000000,0.104212
24,6,0.122626,0.000000,0.098601
24,7,0.135289,0.000000,0.094599
24,8,0.140793,0.000000,0.083069
24,9,0.139203,0.000000,0.073653
24,10,0.128149,0.000000,0.067561
25,0,0.057842,0.000000,0.096385
25,1,0.069319,0.000000,0.095774
25,2,0.073558,0.000000,0.106892
25,3,0.085700,0.000000,0.113788
25,4,0.099660,0.000000,0.115264
25,5,0.112535,0.000000,0.109368
25,6,0.124612,0.000000,0.102133
25,7,0.133486,0.000000,0.091627
25,8,0.136760,0.000000,0.079085
25,9,0.140868,0.000000,0.077267
25,10,0.130750,0.000000,0.067320
26,0,0.059006,0.000000,0.097642
26,1,0.067245,0.000000,0.101383
26,2,0.077048,0.000000,0.110990
26,3,0.090313,0.000000,0.115634
26,4,0.104162,0.000000,0.113949
26,5,0.116680,0.000000,0.107883
26,6,0.125501,0.000000,0.098047
26,7,0.129725,0.000000,0.085184
26,8,0.135887,0.000000,0.078121
26,9,0.141147,0.000000,0.077516
26,10,0.132051,0.000000,0.067199
27,0,0.059006,0.000000,0.097642
27,1,0.066173,0.000000,0.100485
27,2,0.075857,0.000000,0.109740
27,3,0.088873,0.000000,0.115332
27,4,0.102865,0.000000,0.114162
27,5,0.115899,0.000000,0.108654
27,6,0.122702,0.000000,0.097890
27,7,0.127719,0.000000,0.086336
27,8,0.133639,0.000000,0.078501
27,9,0.139965,0.000000,0.078892
27,10,0.132051,0.000000,0.067199
28,0,0.059143,0.000000,0.096264
28,1,0.066948,0.000000,0.104449
28,2,0.079186,0.000000,0.111276
28,3,0.092756,0.000000,0.114084
28,4,0.106452,0.000000,0.111233
28,5,0.117159,0.000000,0.102491
28,6,0.126593,0.000000,0.092134
28,7,0.128499,0.000000,0.078840
28,8,0.134598,0.000000,0.078682
28,9,0.139559,0.000000,0.079000
28,10,0.133351,0.000000,0.067079
29,0,0.061539,0.000000,0.093766
29,1,0.069302,0.000000,0.100201
29,2,0.080425,0.000000,0.103498
29,3,0.091920,0.000000,0.105058
29,4,0.103564,0.000000,0.104889
29,5,0.115079,0.000000,0.104055
29,6,0.125673,0.000000,0.099380
29,7,0.134832,0.000000,0.092714
29,8,0.133645,0.000000,0.081708
29,9,0.138745,0.000000,0.077337
29,10,0.134994,0.000000,0.067837
30,0,0.061539,0.000000,0.093766
30,1,0.069616,0.000000,0.091605
30,2,0.072036,0.000000,0.098608
30,3,0.083898,0.000000,0.102598
30,4,0.096345,0.000000,0.103738
30,5,0.108851,0.000000,0.103488
30,6,0.120847,0.000000,0.101465
30,7,0.132114,0.000000,0.096783
30,8,0.138471,0.000000,0.087162
30,9,0.134614,0.000000,0.076490
30,10,0.135474,0.000000,0.067337
31,0,0.063524,0.000000,0.095403
31,1,0.069960,0.000000,0.093634
31,2,0.080529,0.000000,0.101063
31,3,0.094922,0.000000,0.102890
31,4,0.109326,0.000000,0.104498
31,5,0.123740,0.000000,0.104128
31,6,0.136788,0.000000,0.097979
31,7,0.139913,0.000000,0.084368
31,8,0.131572,0.000000,0.072803
31,9,0.140001,0.000000,0.078167
31,10,0.135953,0.000000,0.066837
32,0,0.062703,0.000000,0.095024
32,1,0.072078,0.000000,0.099322
32,2,0.083398,0.000000,0.102170
32,3,0.094997,0.000000,0.103021
32,4,0.106533,0.000000,0.105116
32,5,0.118018,0.000000,0.106279
32,6,0.129507,0.000000,0.104326
32,7,0.139550,0.000000,0.098584
32,8,0.141243,0.000000,0.087336
32,9,0.140976,0.000000,0.076776
32,10,0.134994,0.000000,0.067837
33,0,0.062908,0.000000,0.097280
33,1,0.073758,0.000000,0.100124
33,2,0.085287,0.000000,0.102905
33,3,0.097079,0.000000,0.104569
33,4,0.108887,0.000000,0.106227
33,5,0.120680,0.000000,0.106032
33,6,0.132029,0.000000,0.102320
33,7,0.140448,0.000000,0.094164
33,8,0.137077,0.000000,0.083369
33,9,0.142547,0.000000,0.074457
33,10,0.133351,0.000000,0.067079
34,0,0.063661,0.000000,0.094024
34,1,0.071595,0.000000,0.098793
34,2,0.083384,0.000000,0.102504
34,3,0.095759,0.000000,0.103171
34,4,0.107893,0.000000,0.105641
34,5,0.120122,0.000000,0.106305
34,6,0.132028,0.000000,0.103142
34,7,0.141512,0.000000,0.095632
34,8,0.140494,0.000000,0.084108
34,9,0.144544,0.000000,0.075699
34,10,0.134994,0.000000,0.067837
35,0,0.066057,0.000000,0.091526
35,1,0.074854,0.000000,0.095304
35,2,0.086531,0.000000,0.099274
35,3,0.098761,0.000000,0.101646
35,4,0.110436,0.000000,0.105962
35,5,0.122822,0.000000,0.106744
35,6,0.134968,0.000000,0.104102
35,7,0.143730,0.000000,0.095816
35,8,0.142882,0.000000,0.084627
35,9,0.146101,0.000000,0.075964
35,10,0.138075,0.000000,0.067096
36,0,0.066400,0.000000,0.092405
36,1,0.076407,0.000000,0.088411
36,2,0.083266,0.000000,0.097303
36,3,0.095723,0.000000,0.100687
36,4,0.107878,0.000000,0.105054
36,5,0.120405,0.000000,0.107878
36,6,0.132721,0.000000,0.104517
36,7,0.142805,0.000000,0.096738
36,8,0.141481,0.000000,0.084566
36,9,0.144815,0.000000,0.077026
36,10,0.137253,0.000000,0.066717
37,0,0.065099,0.000000,0.092526
37,1,0.075420,0.000000,0.088547
37,2,0.083127,0.000000,0.096518
37,3,0.094867,0.000000,0.100878
37,4,0.106723,0.000000,0.104521
37,5,0.118910,0.000000,0.107377
37,6,0.131228,0.000000,0.105732
37,7,0.141148,0.000000,0.098482
37,8,0.142312,0.000000,0.086622
37,9,0.145681,0.000000,0.076150
37,10,0.138554,0.000000,0.066596
38,0,0.066194,0.000000,0.090148
38,1,0.073140,0.000000,0.088902
38,2,0.081365,0.000000,0.095118
38,3,0.093212,0.000000,0.100290
38,4,0.105632,0.000000,0.104018
38,5,0.118220,0.000000,0.107174
38,6,0.130530,0.000000,0.104641
38,7,0.141213,0.000000,0.098466
38,8,0.142204,0.000000,0.086344
38,9,0.144947,0.000000,0.075514
38,10,0.138554,0.000000,0.066596
39,0,0.063661,0.000000,0.094024
39,1,0.073248,0.000000,0.089770
39,2,0.083577,0.000000,0.096005
39,3,0.095713,0.000000,0.099272
39,4,0.107820,0.000000,0.102789
39,5,0.120285,0.000000,0.104798
39,6,0.132829,0.000000,0.103253
39,7,0.141071,0.000000,0.094857
39,8,0.141153,0.000000,0.083646
39,9,0.138127,0.000000,0.075072
39,10,0.138554,0.000000,0.066596
40,0,0.062224,0.000000,0.095523
40,1,0.073099,0.000000,0.089701
40,2,0.084909,0.000000,0.096336
40,3,0.098541,0.000000,0.098134
40,4,0.112104,0.000000,0.101094
40,5,0.125921,0.000000,0.102569
40,6,0.138930,0.000000,0.097857
40,7,0.140540,0.000000,0.085532
40,8,0.133437,0.000000,0.073722
40,9,0.130452,0.000000,0.062845
40,10,0.138554,0.000000,0.066596
41,0,0.063456,0.000000,0.091768
41,1,0.072300,0.000000,0.090067
41,2,0.083798,0.000000,0.097549
41,3,0.097905,0.000000,0.099041
41,4,0.111963,0.000000,0.101275
41,5,0.126251,0.000000,0.101777
41,6,0.138994,0.000000,0.095786
41,7,0.140492,0.000000,0.083061
41,8,0.131914,0.000000,0.071652
41,9,0.132893,0.000000,0.065960
41,10,0.138554,0.000000,0.066596
42,0,0.060855,0.000000,0.092009
42,1,0.070959,0.000000,0.090475
42,2,0.082796,0.000000,0.098377
42,3,0.097215,0.000000,0.099866
42,4,0.111508,0.000000,0.102942
42,5,0.125939,0.000000,0.101938
42,6,0.139239,0.000000,0.096767
42,7,0.139575,0.000000,0.083054
42,8,0.131058,0.000000,0.071570
42,9,0.134960,0.000000,0.072720
42,10,0.137253,0.000000,0.066717
43,0,0.060376,0.000000,0.092508
43,1,0.070464,0.000000,0.088867
43,2,0.075361,0.000000,0.097885
43,3,0.090385,0.000000,0.100138
43,4,0.105544,0.000000,0.102873
43,5,0.120875,0.000000,0.103163
43,6,0.135621,0.000000,0.098973
43,7,0.140588,0.000000,0.085655
43,8,0.131502,0.000000,0.073631
43,9,0.135942,0.000000,0.075772
43,10,0.134994,0.000000,0.067837
44,0,0.058938,0.000000,0.094007
44,1,0.067482,0.000000,0.091968
44,2,0.075305,0.000000,0.099462
44,3,0.089759,0.000000,0.101793
44,4,0.104488,0.000000,0.103869
44,5,0.119034,0.000000,0.103077
44,6,0.132762,0.000000,0.098069
44,7,0.135309,0.000000,0.084994
44,8,0.129803,0.000000,0.071844
44,9,0.139897,0.000000,0.078627
44,10,0.133351,0.000000,0.067079
45,0,0.057706,0.000000,0.097763
45,1,0.068280,0.000000,0.097226
45,2,0.079481,0.000000,0.101237
45,3,0.091367,0.000000,0.101468
45,4,0.103198,0.000000,0.102469
45,5,0.115001,0.000000,0.103630
45,6,0.126503,0.000000,0.100872
45,7,0.136493,0.000000,0.094688
45,8,0.137752,0.000000,0.084947
45,9,0.142232,0.000000,0.076626
45,10,0.135474,0.000000,0.067337
46,0,0.061471,0.000000,0.090131
46,1,0.072369,0.000000,0.093449
46,2,0.084734,0.000000,0.096622
46,3,0.097461,0.000000,0.097387
46,4,0.109968,0.000000,0.100253
46,5,0.122545,0.000000,0.102615
46,6,0.135042,0.000000,0.101357
46,7,0.144473,0.000000,0.093381
46,8,0.142346,0.000000,0.081402
46,9,0.146054,0.000000,0.075812
46,10,0.137253,0.000000,0.066717
47,0,0.060307,0.000000,0.088873
47,1,0.071545,0.000000,0.094779
47,2,0.085688,0.000000,0.097443
47,3,0.100415,0.000000,0.097758
47,4,0.114723,0.000000,0.101258
47,5,0.129438,0.000000,0.102039
47,6,0.142474,0.000000,0.095865
47,7,0.141946,0.000000,0.082222
47,8,0.133790,0.000000,0.071606
47,9,0.144511,0.000000,0.077918
47,10,0.137596,0.000000,0.067595
48,0,0.059075,0.000000,0.092629
48,1,0.064546,0.000000,0.098928
48,2,0.074981,0.000000,0.104672
48,3,0.086942,0.000000,0.104888
48,4,0.098880,0.000000,0.105323
48,5,0.110650,0.000000,0.103297
48,6,0.122269,0.000000,0.100574
48,7,0.132123,0.000000,0.094303
48,8,0.141396,0.000000,0.086886
48,9,0.143354,0.000000,0.075870
48,10,0.135953,0.000000,0.066837
49,0,0.060239,0.000000,0.093887
49,1,0.063214,0.000000,0.103657
49,2,0.075648,0.000000,0.109644
49,3,0.089017,0.000000,0.112615
49,4,0.101998,0.000000,0.109875
49,5,0.114606,0.000000,0.104525
49,6,0.121455,0.000000,0.094850
49,7,0.128531,0.000000,0.084458
49,8,0.134360,0.000000,0.076559
49,9,0.141550,0.000000,0.079091
49,10,0.135953,0.000000,0.066837
50,0,0.059965,0.000000,0.096643
50,1,0.066405,0.000000,0.106100
50,2,0.078775,0.000000,0.109967
50,3,0.091454,0.000000,0.112384
50,4,0.103992,0.000000,0.109773
50,5,0.114246,0.000000,0.102680
50,6,0.121844,0.000000,0.092665
50,7,0.131091,0.000000,0.083747
50,8,0.133734,0.000000,0.075247
50,9,0.139970,0.000000,0.077974
50,10,0.132872,0.000000,0.067578
51,0,0.059006,0.000000,0.097642
51,1,0.067164,0.000000,0.105444
51,2,0.080600,0.000000,0.106108
51,3,0.093973,0.000000,0.107261
51,4,0.107224,0.000000,0.105187
51,5,0.119669,0.000000,0.100397
51,6,0.130854,0.000000,0.093155
51,7,0.133183,0.000000,0.080535
51,8,0.135702,0.000000,0.076851
51,9,0.141256,0.000000,0.077581
51,10,0.133351,0.000000,0.067079
52,0,0.060444,0.000000,0.096143
52,1,0.063146,0.000000,0.106427
52,2,0.076413,0.000000,0.107407
52,3,0.089730,0.000000,0.106172
52,4,0.103053,0.000000,0.105846
52,5,0.115813,0.000000,0.102917
52,6,0.127429,0.000000,0.097394
52,7,0.133863,0.000000,0.086057
52,8,0.129954,0.000000,0.073927
52,9,0.139805,0.000000,0.077551
52,10,0.132051,0.000000,0.067199
53,0,0.057226,0.000000,0.098262
53,1,0.064071,0.000000,0.108392
53,2,0.078107,0.000000,0.108160
53,3,0.092177,0.000000,0.107497
53,4,0.106252,0.000000,0.106460
53,5,0.119887,0.000000,0.103264
53,6,0.129840,0.000000,0.094212
53,7,0.133139,0.000000,0.081201
53,8,0.132534,0.000000,0.075675
53,9,0.140100,0.000000,0.077698
53,10,0.129792,0.000000,0.068319
54,0,0.066057,0.000000,0.108822
54,1,0.076456,0.000000,0.109223
54,2,0.086872,0.000000,0.108257
54,3,0.097277,0.000000,0.108203
54,4,0.107693,0.000000,0.107237
54,5,0.117865,0.000000,0.105088
54,6,0.126279,0.000000,0.099160
54,7,0.132722,0.000000,0.091095
54,8,0.136978,0.000000,0.082959
54,9,0.135585,0.000000,0.074638
54,10,0.127669,0.000000,0.068061
55,0,0.066536,0.000000,0.108323
55,1,0.077736,0.000000,0.108194
55,2,0.088991,0.000000,0.107741
55,3,0.100257,0.000000,0.107926
55,4,0.111495,0.000000,0.106705
55,5,0.122084,0.000000,0.103063
55,6,0.129392,0.000000,0.094679
55,7,0.132522,0.000000,0.084252
55,8,0.135691,0.000000,0.081752
55,9,0.133699,0.000000,0.075417
55,10,0.125547,0.000000,0.067803
56,0,0.058527,0.000000,0.098142
56,1,0.061517,0.000000,0.108618
56,2,0.073742,0.000000,0.109280
56,3,0.086049,0.000000,0.108334
56,4,0.098345,0.000000,0.108104
56,5,0.110497,0.000000,0.106303
56,6,0.121984,0.000000,0.102303
56,7,0.131111,0.000000,0.094123
56,8,0.135456,0.000000,0.084619
56,9,0.138077,0.000000,0.076782
56,10,0.130750,0.000000,0.067320
57,0,0.057842,0.000000,0.096385
57,1,0.067476,0.000000,0.104432
57,2,0.080543,0.000000,0.107739
57,3,0.094004,0.000000,0.109406
57,4,0.107466,0.000000,0.107448
57,5,0.120037,0.000000,0.102936
57,6,0.129650,0.000000,0.093648
57,7,0.134086,0.000000,0.081936
57,8,0.138267,0.000000,0.080033
57,9,0.141195,0.000000,0.076961
57,10,0.131571,0.000000,0.067699
58,0,0.059965,0.000000,0.096643
58,1,0.068857,0.000000,0.105790
58,2,0.082048,0.000000,0.110434
58,3,0.095903,0.000000,0.112871
58,4,0.109756,0.000000,0.111794
58,5,0.122399,0.000000,0.105676
58,6,0.131420,0.000000,0.095044
58,7,0.133843,0.000000,0.082180
58,8,0.137378,0.000000,0.084163
58,9,0.139282,0.000000,0.075482
58,10,0.128149,0.000000,0.067561
59,0,0.104118,0.000000,0.114851
59,1,0.112930,0.000000,0.112136
59,2,0.121601,0.000000,0.109068
59,3,0.129004,0.000000,0.103731
59,4,0.133799,0.000000,0.096192
59,5,0.134320,0.000000,0.087449
59,6,0.130552,0.000000,0.079375
59,7,0.136326,0.000000,0.084511
59,8,0.140061,0.000000,0.080842
59,9,0.132877,0.000000,0.075336
59,10,0.128149,0.000000,0.067561
60,0,0.066057,0.000000,0.108822
60,1,0.077141,0.000000,0.109160
60,2,0.088240,0.000000,0.108396
60,3,0.098910,0.000000,0.111441
60,4,0.109832,0.000000,0.110708
60,5,0.120182,0.000000,0.107150
60,6,0.129660,0.000000,0.101678
60,7,0.133020,0.000000,0.091934
60,8,0.138187,0.000000,0.083029
60,9,0.133113,0.000000,0.075617
60,10,0.125547,0.000000,0.067803
61,0,0.066057,0.000000,0.108822
61,1,0.076971,0.000000,0.109176
61,2,0.087708,0.000000,0.107341
61,3,0.098408,0.000000,0.109138
61,4,0.109323,0.000000,0.108906
61,5,0.119719,0.000000,0.106348
61,6,0.128681,0.000000,0.100362
61,7,0.132275,0.000000,0.090952
61,8,0.137371,0.000000,0.083763
61,9,0.133484,0.000000,0.075257
61,10,0.125547,0.000000,0.067803
62,0,0.057706,0.000000,0.097763
62,1,0.062982,0.000000,0.106502
62,2,0.075023,0.000000,0.108419
62,3,0.087196,0.000000,0.108227
62,4,0.099340,0.000000,0.108986
62,5,0.111515,0.000000,0.108678
62,6,0.122974,0.000000,0.104718
62,7,0.131343,0.000000,0.096213
62,8,0.130434,0.000000,0.084998
62,9,0.134124,0.000000,0.077108
62,10,0.126848,0.000000,0.067682
63,0,0.058527,0.000000,0.098142
63,1,0.063800,0.000000,0.106558
63,2,0.075474,0.000000,0.107494
63,3,0.087211,0.000000,0.106405
63,4,0.098831,0.000000,0.107779
63,5,0.110485,0.000000,0.106625
63,6,0.121780,0.000000,0.103718
63,7,0.130254,0.000000,0.096251
63,8,0.132324,0.000000,0.085826
63,9,0.134602,0.000000,0.076179
63,10,0.126848,0.000000,0.067682
64,0,0.058048,0.000000,0.098641
64,1,0.063395,0.000000,0.108572
64,2,0.077291,0.000000,0.108542
64,3,0.091187,0.000000,0.107857
64,4,0.105078,0.000000,0.107479
64,5,0.118786,0.000000,0.105311
64,6,0.129167,0.000000,0.097384
64,7,0.130808,0.000000,0.084768
64,8,0.130158,0.000000,0.076835
64,9,0.136115,0.000000,0.077734
64,10,0.126848,0.000000,0.067682
65,0,0.068179,0.000000,0.109081
65,1,0.078580,0.000000,0.109027
65,2,0.088989,0.000000,0.108061
65,3,0.099401,0.000000,0.107270
65,4,0.109797,0.000000,0.107014
65,5,0.119836,0.000000,0.104391
65,6,0.127657,0.000000,0.097723
65,7,0.131259,0.000000,0.089162
65,8,0.134174,0.000000,0.083746
65,9,0.133947,0.000000,0.075025
65,10,0.126848,0.000000,0.067682
66,0,0.066057,0.000000,0.108822
66,1,0.077167,0.000000,0.109158
66,2,0.088101,0.000000,0.107256
66,3,0.099215,0.000000,0.107113
66,4,0.110333,0.000000,0.106680
66,5,0.120826,0.000000,0.103329
66,6,0.129076,0.000000,0.096534
66,7,0.133099,0.000000,0.087197
66,8,0.137527,0.000000,0.083308
66,9,0.136333,0.000000,0.074233
66,10,0.128149,0.000000,0.067561
67,0,0.057706,0.000000,0.097763
67,1,0.066140,0.000000,0.104669
67,2,0.077859,0.000000,0.104668
67,3,0.089581,0.000000,0.104389
67,4,0.101297,0.000000,0.104727
67,5,0.113016,0.000000,0.104012
67,6,0.124169,0.000000,0.101094
67,7,0.133853,0.000000,0.094970
67,8,0.139385,0.000000,0.085057
