frame,idx,x,y,z
67,9,0.140745,0.000000,0.076090
67,10,0.132872,0.000000,0.067578
68,0,0.059622,0.000000,0.095764
68,1,0.064199,0.000000,0.104774
68,2,0.075821,0.000000,0.106551
68,3,0.087770,0.000000,0.106353
68,4,0.099730,0.000000,0.105681
68,5,0.111694,0.000000,0.105045
68,6,0.123215,0.000000,0.102257
68,7,0.133738,0.000000,0.097251
68,8,0.138433,0.000000,0.086489
68,9,0.140134,0.000000,0.076943
68,10,0.132393,0.000000,0.068078
69,0,0.068179,0.000000,0.109081
69,1,0.078824,0.000000,0.109004
69,2,0.089480,0.000000,0.108061
69,3,0.100127,0.000000,0.107949
69,4,0.110595,0.000000,0.106960
69,5,0.120470,0.000000,0.103331
69,6,0.129139,0.000000,0.097413
69,7,0.135691,0.000000,0.089112
69,8,0.140875,0.000000,0.083942
69,9,0.139537,0.000000,0.075459
69,10,0.132872,0.000000,0.067578
70,0,0.069000,0.000000,0.109460
70,1,0.079461,0.000000,0.109855
70,2,0.089966,0.000000,0.109791
70,3,0.100489,0.000000,0.108815
70,4,0.111011,0.000000,0.107826
70,5,0.120896,0.000000,0.104761
70,6,0.128748,0.000000,0.097821
70,7,0.134630,0.000000,0.089218
70,8,0.141499,0.000000,0.083293
70,9,0.138944,0.000000,0.074969
70,10,0.131571,0.000000,0.067699
71,0,0.064209,0.000000,0.097160
71,1,0.062126,0.000000,0.108116
71,2,0.074158,0.000000,0.109437
71,3,0.086450,0.000000,0.109088
71,4,0.098772,0.000000,0.108082
71,5,0.111070,0.000000,0.107834
71,6,0.122288,0.000000,0.103247
71,7,0.130974,0.000000,0.094691
71,8,0.137480,0.000000,0.084786
71,9,0.141105,0.000000,0.076594
71,10,0.132393,0.000000,0.068078
72,0,0.062224,0.000000,0.095523
72,1,0.063566,0.000000,0.106231
72,2,0.075554,0.000000,0.107660
72,3,0.087672,0.000000,0.108128
72,4,0.099823,0.000000,0.107056
72,5,0.111923,0.000000,0.106541
72,6,0.123228,0.000000,0.102218
72,7,0.131382,0.000000,0.093257
72,8,0.136951,0.000000,0.082933
72,9,0.140635,0.000000,0.075484
72,10,0.131571,0.000000,0.067699
73,0,0.063045,0.000000,0.095902
73,1,0.066333,0.000000,0.105322
73,2,0.077758,0.000000,0.108008
73,3,0.089518,0.000000,0.107102
73,4,0.101267,0.000000,0.106922
73,5,0.112947,0.000000,0.105439
73,6,0.123873,0.000000,0.101128
73,7,0.132110,0.000000,0.093063
73,8,0.134609,0.000000,0.082197
73,9,0.140535,0.000000,0.076396
73,10,0.132872,0.000000,0.067578
74,0,0.063524,0.000000,0.095403
74,1,0.066870,0.000000,0.104844
74,2,0.078039,0.000000,0.107493
74,3,0.089492,0.000000,0.108014
74,4,0.100953,0.000000,0.107862
74,5,0.112229,0.000000,0.105906
74,6,0.123026,0.000000,0.102496
74,7,0.131024,0.000000,0.094213
74,8,0.134756,0.000000,0.083739
74,9,0.139853,0.000000,0.076315
74,10,0.133351,0.000000,0.067079
75,0,0.064483,0.000000,0.094403
75,1,0.067277,0.000000,0.103620
75,2,0.078437,0.000000,0.106987
75,3,0.090080,0.000000,0.107801
75,4,0.101732,0.000000,0.107790
75,5,0.112863,0.000000,0.105062
75,6,0.123856,0.000000,0.101685
75,7,0.133469,0.000000,0.095370
75,8,0.137185,0.000000,0.085181
75,9,0.141796,0.000000,0.075693
75,10,0.134652,0.000000,0.066958
76,0,0.065441,0.000000,0.093404
76,1,0.067350,0.000000,0.102212
76,2,0.078566,0.000000,0.105610
76,3,0.090188,0.000000,0.107098
76,4,0.101927,0.000000,0.107772
76,5,0.113262,0.000000,0.104900
76,6,0.124841,0.000000,0.103129
76,7,0.132843,0.000000,0.094787
76,8,0.138841,0.000000,0.084884
76,9,0.141886,0.000000,0.075712
76,10,0.134173,0.000000,0.067458
77,0,0.064620,0.000000,0.093025
77,1,0.069526,0.000000,0.103216
77,2,0.082013,0.000000,0.108477
77,3,0.095641,0.000000,0.109913
77,4,0.109057,0.000000,0.107530
77,5,0.121959,0.000000,0.103125
77,6,0.131131,0.000000,0.093505
77,7,0.131312,0.000000,0.080642
77,8,0.135997,0.000000,0.076498
77,9,0.141523,0.000000,0.077676
77,10,0.133351,0.000000,0.067079
78,0,0.064278,0.000000,0.092147
78,1,0.068916,0.000000,0.104618
78,2,0.081834,0.000000,0.109825
78,3,0.095764,0.000000,0.111870
78,4,0.109446,0.000000,0.108878
78,5,0.121725,0.000000,0.102643
78,6,0.126588,0.000000,0.091232
78,7,0.122096,0.000000,0.078157
78,8,0.132782,0.000000,0.077081
78,9,0.138460,0.000000,0.080065
78,10,0.134652,0.000000,0.066958
79,0,0.062703,0.000000,0.095024
79,1,0.069117,0.000000,0.105203
79,2,0.081832,0.000000,0.111463
79,3,0.095795,0.000000,0.113602
79,4,0.108880,0.000000,0.109197
79,5,0.121373,0.000000,0.102969
79,6,0.124576,0.000000,0.090834
79,7,0.122284,0.000000,0.078576
79,8,0.132587,0.000000,0.077118
79,9,0.137900,0.000000,0.079592
79,10,0.133351,0.000000,0.067079
80,0,0.067837,0.000000,0.108202
80,1,0.078805,0.000000,0.111539
80,2,0.089946,0.000000,0.114313
80,3,0.101416,0.000000,0.113091
80,4,0.111500,0.000000,0.107773
80,5,0.119688,0.000000,0.100008
80,6,0.122041,0.000000,0.089057
80,7,0.124052,0.000000,0.078502
80,8,0.132432,0.000000,0.080797
80,9,0.138077,0.000000,0.076858
80,10,0.133351,0.000000,0.067079
81,0,0.067837,0.000000,0.108202
81,1,0.078958,0.000000,0.111479
81,2,0.090495,0.000000,0.112052
81,3,0.102030,0.000000,0.111364
81,4,0.111778,0.000000,0.105551
81,5,0.120290,0.000000,0.097818
81,6,0.122240,0.000000,0.086859
81,7,0.126486,0.000000,0.078166
81,8,0.130305,0.000000,0.084246
81,9,0.136261,0.000000,0.078006
81,10,0.132051,0.000000,0.067199
82,0,0.059006,0.000000,0.097642
82,1,0.066905,0.000000,0.106588
82,2,0.079710,0.000000,0.108593
82,3,0.092632,0.000000,0.108652
82,4,0.105385,0.000000,0.107671
82,5,0.117581,0.000000,0.103495
82,6,0.125167,0.000000,0.093949
82,7,0.126281,0.000000,0.081543
82,8,0.131192,0.000000,0.080731
82,9,0.137603,0.000000,0.077993
82,10,0.130750,0.000000,0.067320
83,0,0.059006,0.000000,0.097642
83,1,0.068070,0.000000,0.105487
83,2,0.081019,0.000000,0.106980
83,3,0.094057,0.000000,0.107213
83,4,0.107117,0.000000,0.107066
83,5,0.119719,0.000000,0.104100
83,6,0.127724,0.000000,0.094075
83,7,0.126993,0.000000,0.081915
83,8,0.130369,0.000000,0.076204
83,9,0.136349,0.000000,0.079196
83,10,0.129792,0.000000,0.068319
84,0,0.059348,0.000000,0.098521
84,1,0.068934,0.000000,0.104621
84,2,0.080171,0.000000,0.107058
84,3,0.091788,0.000000,0.106116
84,4,0.103372,0.000000,0.106705
84,5,0.114800,0.000000,0.104755
84,6,0.125121,0.000000,0.100261
84,7,0.130182,0.000000,0.090077
84,8,0.131435,0.000000,0.080360
84,9,0.138243,0.000000,0.076176
84,10,0.130750,0.000000,0.067320
85,0,0.059348,0.000000,0.098521
85,1,0.069234,0.000000,0.103205
85,2,0.080344,0.000000,0.105817
85,3,0.091698,0.000000,0.105944
85,4,0.103071,0.000000,0.105845
85,5,0.113673,0.000000,0.102148
85,6,0.124935,0.000000,0.100577
85,7,0.133680,0.000000,0.093915
85,8,0.135737,0.000000,0.083208
85,9,0.139203,0.000000,0.075985
85,10,0.132051,0.000000,0.067199
86,0,0.059622,0.000000,0.095764
86,1,0.065081,0.000000,0.104727
86,2,0.077103,0.000000,0.105657
86,3,0.089178,0.000000,0.105313
86,4,0.101082,0.000000,0.104283
86,5,0.113167,0.000000,0.103088
86,6,0.125228,0.000000,0.101785
86,7,0.134105,0.000000,0.093948
86,8,0.136233,0.000000,0.083748
86,9,0.139415,0.000000,0.075645
86,10,0.130750,0.000000,0.067320
87,0,0.059828,0.000000,0.098021
87,1,0.061900,0.000000,0.104142
87,2,0.072536,0.000000,0.108677
87,3,0.086762,0.000000,0.108268
87,4,0.101000,0.000000,0.106947
87,5,0.115210,0.000000,0.105422
87,6,0.126073,0.000000,0.096934
87,7,0.133213,0.000000,0.085765
87,8,0.133895,0.000000,0.076695
87,9,0.140200,0.000000,0.077741
87,10,0.130750,0.000000,0.067320
88,0,0.062566,0.000000,0.096402
88,1,0.065132,0.000000,0.104796
88,2,0.076802,0.000000,0.103970
88,3,0.088442,0.000000,0.104432
88,4,0.100104,0.000000,0.104582
88,5,0.111569,0.000000,0.103236
88,6,0.123185,0.000000,0.101928
88,7,0.131998,0.000000,0.094433
88,8,0.136265,0.000000,0.084138
88,9,0.141626,0.000000,0.074888
88,10,0.133351,0.000000,0.067079
89,0,0.061060,0.000000,0.094266
89,1,0.071287,0.000000,0.098984
89,2,0.083444,0.000000,0.101293
89,3,0.095993,0.000000,0.100129
89,4,0.108238,0.000000,0.101607
89,5,0.120663,0.000000,0.102393
89,6,0.133000,0.000000,0.101135
89,7,0.143377,0.000000,0.094469
89,8,0.139394,0.000000,0.084102
89,9,0.142516,0.000000,0.075583
89,10,0.133351,0.000000,0.067079
90,0,0.061265,0.000000,0.096522
90,1,0.072242,0.000000,0.100910
90,2,0.083886,0.000000,0.101934
90,3,0.095625,0.000000,0.100210
90,4,0.107433,0.000000,0.101879
90,5,0.119162,0.000000,0.102532
90,6,0.131044,0.000000,0.101399
90,7,0.139719,0.000000,0.093889
90,8,0.140742,0.000000,0.083365
90,9,0.142257,0.000000,0.074742
90,10,0.133351,0.000000,0.067079
91,0,0.059622,0.000000,0.095764
91,1,0.068574,0.000000,0.103483
91,2,0.079429,0.000000,0.108902
91,3,0.091527,0.000000,0.109646
91,4,0.103635,0.000000,0.108365
91,5,0.114581,0.000000,0.103878
91,6,0.125699,0.000000,0.099175
91,7,0.130842,0.000000,0.089462
91,8,0.138031,0.000000,0.083490
91,9,0.141059,0.000000,0.076208
91,10,0.133351,0.000000,0.067079
92,0,0.061745,0.000000,0.096023
92,1,0.065782,0.000000,0.101697
92,2,0.073888,0.000000,0.110273
92,3,0.087924,0.000000,0.113959
92,4,0.102125,0.000000,0.112126
92,5,0.114713,0.000000,0.105111
92,6,0.122469,0.000000,0.094666
92,7,0.130926,0.000000,0.084986
92,8,0.136314,0.000000,0.078589
92,9,0.141883,0.000000,0.078602
92,10,0.133351,0.000000,0.067079
93,0,0.061608,0.000000,0.097401
93,1,0.063882,0.000000,0.103730
93,2,0.073161,0.000000,0.108750
93,3,0.087011,0.000000,0.110788
93,4,0.100882,0.000000,0.111027
93,5,0.112895,0.000000,0.104507
93,6,0.123875,0.000000,0.095868
93,7,0.133045,0.000000,0.085610
93,8,0.135652,0.000000,0.079903
93,9,0.141599,0.000000,0.078419
93,10,0.132872,0.000000,0.067578
94,0,0.060649,0.000000,0.098400
94,1,0.067761,0.000000,0.105297
94,2,0.078782,0.000000,0.108363
94,3,0.090181,0.000000,0.109237
94,4,0.101628,0.000000,0.109620
94,5,0.112274,0.000000,0.105829
94,6,0.122080,0.000000,0.100070
94,7,0.128843,0.000000,0.091129
94,8,0.137455,0.000000,0.084451
94,9,0.140644,0.000000,0.075579
94,10,0.133351,0.000000,0.067079
95,0,0.061128,0.000000,0.097901
95,1,0.065495,0.000000,0.108295
95,2,0.078793,0.000000,0.110240
95,3,0.092271,0.000000,0.110582
95,4,0.105614,0.000000,0.109609
95,5,0.117567,0.000000,0.103479
95,6,0.125140,0.000000,0.092935
95,7,0.133091,0.000000,0.082283
95,8,0.136171,0.000000,0.081236
95,9,0.141466,0.000000,0.077531
95,10,0.133351,0.000000,0.067079
96,0,0.070301,0.000000,0.109339
96,1,0.081907,0.000000,0.112150
96,2,0.093817,0.000000,0.111672
96,3,0.105345,0.000000,0.109264
96,4,0.115973,0.000000,0.104331
96,5,0.121499,0.000000,0.095123
96,6,0.129120,0.000000,0.086057
96,7,0.131706,0.000000,0.076368
96,8,0.137434,0.000000,0.085017
96,9,0.138429,0.000000,0.076219
96,10,0.130750,0.000000,0.067320
97,0,0.057911,0.000000,0.100020
97,1,0.066175,0.000000,0.108373
97,2,0.079594,0.000000,0.110660
97,3,0.093197,0.000000,0.110402
97,4,0.106637,0.000000,0.108188
97,5,0.118218,0.000000,0.101387
97,6,0.126192,0.000000,0.090603
97,7,0.128855,0.000000,0.079543
97,8,0.135344,0.000000,0.084312
97,9,0.139294,0.000000,0.077675
97,10,0.130750,0.000000,0.067320
98,0,0.061539,0.000000,0.093766
98,1,0.066537,0.000000,0.101837
98,2,0.077882,0.000000,0.105220
98,3,0.089709,0.000000,0.105094
98,4,0.101508,0.000000,0.105079
98,5,0.112909,0.000000,0.102201
98,6,0.124053,0.000000,0.099010
98,7,0.132285,0.000000,0.090428
98,8,0.137323,0.000000,0.080262
98,9,0.140623,0.000000,0.076122
98,10,0.133351,0.000000,0.067079
99,0,0.059622,0.000000,0.095764
99,1,0.067246,0.000000,0.103046
99,2,0.078528,0.000000,0.104697
99,3,0.089897,0.000000,0.105246
99,4,0.101178,0.000000,0.103579
99,5,0.112349,0.000000,0.101421
99,6,0.123147,0.000000,0.098745
99,7,0.132892,0.000000,0.092988
99,8,0.138452,0.000000,0.083736
99,9,0.142376,0.000000,0.076798
99,10,0.137253,0.000000,0.066717
100,0,0.063593,0.000000,0.099037
100,1,0.063798,0.000000,0.108407
100,2,0.075653,0.000000,0.109295
100,3,0.087609,0.000000,0.109998
100,4,0.099420,0.000000,0.108019
100,5,0.111391,0.000000,0.106755
100,6,0.121744,0.000000,0.101135
100,7,0.130051,0.000000,0.092757
100,8,0.138450,0.000000,0.084460
100,9,0.143165,0.000000,0.076189
100,10,0.135953,0.000000,0.066837
101,0,0.064277,0.000000,0.100795
101,1,0.067853,0.000000,0.106788
101,2,0.079207,0.000000,0.108080
101,3,0.090686,0.000000,0.108487
101,4,0.102188,0.000000,0.107747
101,5,0.112690,0.000000,0.104042
101,6,0.122279,0.000000,0.098388
101,7,0.131789,0.000000,0.092256
101,8,0.139271,0.000000,0.084345
101,9,0.141447,0.000000,0.074653
101,10,0.133351,0.000000,0.067079
102,0,0.064141,0.000000,0.093525
102,1,0.069749,0.000000,0.102449
102,2,0.080642,0.000000,0.105848
102,3,0.092081,0.000000,0.106864
102,4,0.103584,0.000000,0.106708
102,5,0.114167,0.000000,0.103367
102,6,0.125251,0.000000,0.100444
102,7,0.134345,0.000000,0.093778
102,8,0.139279,0.000000,0.083673
102,9,0.142224,0.000000,0.075228
102,10,0.134652,0.000000,0.066958
103,0,0.060375,0.000000,0.101157
103,1,0.070045,0.000000,0.105246
103,2,0.081375,0.000000,0.106765
103,3,0.092835,0.000000,0.107039
103,4,0.104121,0.000000,0.105747
103,5,0.115189,0.000000,0.103056
103,6,0.125832,0.000000,0.099108
103,7,0.133593,0.000000,0.091422
103,8,0.139046,0.000000,0.081857
103,9,0.141703,0.000000,0.074577
103,10,0.133351,0.000000,0.067079
104,0,0.065235,0.000000,0.108444
104,1,0.075687,0.000000,0.107691
104,2,0.086111,0.000000,0.107418
104,3,0.096519,0.000000,0.107195
104,4,0.106631,0.000000,0.104671
104,5,0.116495,0.000000,0.101116
104,6,0.125561,0.000000,0.096202
104,7,0.130740,0.000000,0.087528
104,8,0.137365,0.000000,0.082277
104,9,0.138031,0.000000,0.074813
104,10,0.130271,0.000000,0.067820
105,0,0.066536,0.000000,0.108323
105,1,0.078271,0.000000,0.109054
105,2,0.090057,0.000000,0.109768
105,3,0.101705,0.000000,0.108741
105,4,0.112871,0.000000,0.105009
105,5,0.120856,0.000000,0.097476
105,6,0.126807,0.000000,0.087491
105,7,0.130800,0.000000,0.077827
105,8,0.135218,0.000000,0.081857
105,9,0.137874,0.000000,0.075558
105,10,0.129449,0.000000,0.067441
