frame,structure,x,y
1,tongue,64.500,94.000
1,tongue,64.523,97.114
1,tongue,66.349,99.370
1,tongue,69.260,100.093
1,tongue,71.076,102.576
1,tongue,73.699,104.199
1,tongue,76.009,106.255
1,tongue,79.049,106.774
1,tongue,81.837,108.168
1,tongue,84.771,109.135
1,tongue,87.808,109.662
1,tongue,90.750,110.500
1,tongue,93.683,109.563
1,tongue,96.794,109.500
1,tongue,99.910,109.500
1,tongue,102.516,107.992
1,tongue,105.539,107.500
1,tongue,108.543,106.957
1,tongue,110.747,104.753
1,tongue,112.951,102.549
1,tongue,115.154,100.346
1,tongue,117.358,98.142
1,tongue,119.562,95.938
1,tongue,120.500,93.098
1,tongue,121.190,90.121
1,tongue,121.709,87.081
1,tongue,122.676,84.147
1,tongue,123.500,81.202
1,tongue,123.500,78.085
1,tongue,124.469,75.156
1,tongue,126.180,74.860
1,tongue,126.281,77.886
1,tongue,124.830,80.159
1,tongue,127.425,81.415
1,tongue,129.558,79.384
1,tongue,131.319,76.861
1,tongue,131.500,73.764
1,tongue,130.455,70.978
1,tongue,128.233,68.966
1,tongue,127.500,66.000
1,jaw,54.000,71.000
1,jaw,62.000,71.000
1,jaw,54.000,72.000
1,jaw,62.000,72.000
1,jaw,54.000,73.000
1,jaw,54.000,74.000
1,jaw,62.000,73.000
1,jaw,54.000,75.000
1,jaw,63.000,74.000
1,jaw,55.000,76.000
1,jaw,55.000,77.000
1,jaw,64.000,75.000
1,jaw,55.000,78.000
1,jaw,56.000,79.000
1,jaw,65.000,76.000
1,jaw,57.000,80.000
1,jaw,58.000,80.000
1,jaw,65.000,77.000
1,jaw,59.000,81.000
1,jaw,59.000,82.000
1,jaw,66.000,78.000
1,jaw,59.000,83.000
1,jaw,66.000,79.000
1,jaw,59.000,84.000
1,jaw,59.000,85.000
1,jaw,56.000,88.000
1,jaw,55.000,89.000
1,jaw,59.000,86.000
1,jaw,57.000,88.000
1,jaw,67.000,80.000
1,jaw,55.000,90.000
1,jaw,59.000,87.000
1,jaw,58.000,88.000
1,jaw,55.000,91.000
1,jaw,67.000,81.000
1,jaw,55.000,92.000
1,jaw,55.000,93.000
1,jaw,56.000,94.000
1,jaw,68.000,82.000
1,jaw,56.000,95.000
1,jaw,68.000,83.000
1,jaw,57.000,96.000
1,jaw,58.000,96.000
1,jaw,68.000,84.000
1,jaw,59.000,96.000
1,jaw,68.000,85.000
1,jaw,60.000,96.000
1,jaw,68.000,86.000
1,jaw,61.000,96.000
1,jaw,62.000,96.000
1,jaw,68.000,87.000
1,jaw,65.000,92.000
1,jaw,67.000,89.000
1,jaw,64.000,94.000
1,jaw,66.000,91.000
1,jaw,68.000,88.000
1,jaw,63.000,96.000
1,jaw,65.000,93.000
1,jaw,67.000,90.000
1,jaw,64.000,95.000
1,jaw,93.000,71.000
1,jaw,94.000,71.000
1,jaw,95.000,71.000
1,jaw,96.000,71.000
1,jaw,97.000,71.000
1,jaw,98.000,71.000
1,jaw,99.000,71.000
1,jaw,100.000,71.000
1,jaw,101.000,71.000
1,jaw,102.000,71.000
1,jaw,103.000,71.000
1,jaw,104.000,71.000
1,jaw,108.000,70.000
1,jaw,107.000,70.000
1,jaw,106.000,70.000
1,jaw,105.000,70.000
1,jaw,92.000,70.000
1,jaw,91.000,70.000
1,jaw,90.000,70.000
1,jaw,89.000,70.000
1,jaw,88.000,70.000
1,jaw,87.000,70.000
1,jaw,113.000,69.000
1,jaw,112.000,69.000
1,jaw,86.000,70.000
1,jaw,111.000,69.000
1,jaw,110.000,69.000
1,jaw,109.000,69.000
1,jaw,115.000,68.000
1,jaw,114.000,68.000
1,jaw,116.000,67.000
1,jaw,116.000,66.000
1,jaw,117.000,65.000
1,jaw,117.000,64.000
1,jaw,117.000,63.000
1,jaw,85.000,69.000
1,jaw,117.000,62.000
1,jaw,117.000,61.000
1,jaw,117.000,60.000
1,jaw,117.000,59.000
1,jaw,117.000,58.000
1,jaw,116.000,58.000
1,jaw,115.000,58.000
1,jaw,114.000,58.000
1,jaw,113.000,58.000
1,jaw,110.000,59.000
1,jaw,112.000,58.000
1,jaw,109.000,59.000
1,jaw,111.000,58.000
1,jaw,108.000,59.000
1,jaw,105.000,60.000
1,jaw,107.000,59.000
1,jaw,104.000,60.000
1,jaw,106.000,59.000
1,jaw,103.000,60.000
1,jaw,102.000,60.000
1,jaw,84.000,68.000
1,jaw,101.000,60.000
1,jaw,100.000,60.000
1,jaw,99.000,60.000
1,jaw,98.000,60.000
1,jaw,97.000,60.000
1,jaw,96.000,60.000
1,jaw,95.000,60.000
1,jaw,94.000,59.000
1,jaw,93.000,59.000
1,jaw,83.000,67.000
1,jaw,92.000,59.000
1,jaw,91.000,59.000
1,jaw,90.000,59.000
1,jaw,89.000,59.000
1,jaw,88.000,59.000
1,jaw,87.000,59.000
1,jaw,82.000,66.000
1,jaw,86.000,59.000
1,jaw,85.000,59.000
1,jaw,81.000,66.000
1,jaw,84.000,59.000
1,jaw,83.000,59.000
1,jaw,82.000,59.000
1,jaw,80.000,66.000
1,jaw,81.000,58.000
1,jaw,80.000,58.000
1,jaw,79.000,58.000
1,jaw,79.000,66.000
1,jaw,78.000,58.000
1,jaw,77.000,58.000
1,jaw,76.000,58.000
1,jaw,75.000,58.000
1,jaw,78.000,67.000
1,jaw,74.000,58.000
1,jaw,73.000,58.000
1,jaw,72.000,58.000
1,jaw,77.000,67.000
1,jaw,71.000,58.000
1,jaw,70.000,58.000
1,jaw,69.000,58.000
1,jaw,68.000,58.000
1,jaw,76.000,67.000
1,jaw,67.000,59.000
1,jaw,66.000,59.000
1,jaw,65.000,59.000
1,jaw,75.000,67.000
1,jaw,64.000,59.000
1,jaw,63.000,59.000
1,jaw,62.000,59.000
1,jaw,74.000,67.000
1,jaw,61.000,60.000
1,jaw,73.000,67.000
1,jaw,60.000,61.000
1,jaw,59.000,61.000
1,jaw,72.000,67.000
1,jaw,71.000,67.000
1,jaw,58.000,62.000
1,jaw,70.000,67.000
1,jaw,57.000,63.000
1,jaw,69.000,67.000
1,jaw,68.000,67.000
1,jaw,56.000,64.000
1,jaw,67.000,67.000
1,jaw,55.000,64.000
1,jaw,66.000,67.000
1,jaw,65.000,67.000
1,jaw,64.000,67.000
1,jaw,54.000,65.000
1,jaw,54.000,66.000
1,jaw,63.000,68.000
1,jaw,54.000,67.000
1,jaw,54.000,68.000
1,jaw,62.000,69.000
1,jaw,54.000,69.000
1,jaw,62.000,70.000
1,jaw,54.000,70.000
1,palate,114.000,108.000
1,palate,112.000,109.000
1,palate,110.000,110.000
1,palate,113.000,109.000
1,palate,108.000,111.000
1,palate,111.000,110.000
1,palate,109.000,111.000
1,palate,107.000,112.000
1,palate,107.000,113.000
1,palate,107.000,114.000
1,palate,107.000,115.000
1,palate,107.000,116.000
1,palate,107.000,117.000
1,palate,108.000,117.000
1,palate,109.000,117.000
1,palate,110.000,117.000
1,palate,111.000,117.000
1,palate,112.000,117.000
1,palate,113.000,117.000
1,palate,114.000,116.000
1,palate,115.000,116.000
1,palate,116.000,116.000
1,palate,117.000,115.000
1,palate,118.000,115.000
1,palate,119.000,114.000
1,palate,120.000,114.000
1,palate,121.000,113.000
1,palate,122.000,112.000
1,palate,123.000,111.000
1,palate,124.000,110.000
1,palate,124.000,109.000
1,palate,125.000,108.000
1,palate,126.000,107.000
1,palate,126.000,106.000
1,palate,127.000,105.000
1,palate,128.000,104.000
1,palate,128.000,103.000
1,palate,128.000,102.000
1,palate,128.000,101.000
1,palate,128.000,100.000
1,palate,128.000,99.000
1,palate,128.000,98.000
1,palate,124.000,101.000
1,palate,123.000,102.000
1,palate,127.000,97.000
1,palate,127.000,96.000
1,palate,124.000,100.000
1,palate,127.000,95.000
1,palate,124.000,99.000
1,palate,122.000,102.000
1,palate,124.000,98.000
1,palate,126.000,94.000
1,palate,121.000,103.000
1,palate,124.000,97.000
1,palate,125.000,94.000
1,palate,124.000,96.000
1,palate,124.000,95.000
1,palate,124.000,94.000
1,palate,120.000,104.000
1,palate,119.000,105.000
1,palate,118.000,106.000
1,palate,117.000,106.000
1,palate,116.000,107.000
1,palate,115.000,107.000
2,tongue,68.500,90.000
2,tongue,67.500,92.785
2,tongue,67.500,95.873
2,tongue,68.965,98.465
2,tongue,71.393,100.286
2,tongue,73.223,102.723
2,tongue,75.911,104.206
2,tongue,78.925,104.712
2,tongue,81.686,106.093
2,tongue,84.700,106.500
2,tongue,87.605,107.421
2,tongue,90.685,107.500
2,tongue,93.772,107.500
2,tongue,96.859,107.500
2,tongue,99.947,107.500
2,tongue,102.847,106.531
2,tongue,105.931,106.500
2,tongue,108.832,105.534
2,tongue,111.681,104.409
2,tongue,114.036,102.464
2,tongue,116.219,100.281
2,tongue,117.887,97.727
2,tongue,119.635,95.230
2,tongue,121.606,92.894
2,tongue,122.705,90.091
2,tongue,123.500,87.168
2,tongue,123.698,84.104
2,tongue,124.500,81.184
2,tongue,124.500,78.096
2,tongue,124.500,75.009
2,tongue,126.176,73.010
2,tongue,126.500,76.015
2,tongue,126.220,79.060
2,tongue,127.255,81.333
2,tongue,130.078,80.211
2,tongue,131.500,77.687
2,tongue,131.421,74.607
2,tongue,130.154,71.807
2,tongue,128.773,69.046
2,tongue,128.500,66.000
2,jaw,54.000,71.000
2,jaw,62.000,71.000
2,jaw,54.000,72.000
2,jaw,62.000,72.000
2,jaw,54.000,73.000
2,jaw,54.000,74.000
2,jaw,62.000,73.000
2,jaw,55.000,75.000
2,jaw,63.000,74.000
2,jaw,55.000,76.000
2,jaw,56.000,77.000
2,jaw,64.000,75.000
2,jaw,56.000,78.000
2,jaw,57.000,79.000
2,jaw,65.000,76.000
2,jaw,57.000,80.000
2,jaw,65.000,77.000
2,jaw,58.000,81.000
2,jaw,65.000,78.000
2,jaw,59.000,82.000
2,jaw,59.000,83.000
2,jaw,66.000,79.000
2,jaw,59.000,84.000
2,jaw,59.000,85.000
2,jaw,58.000,86.000
2,jaw,55.000,89.000
2,jaw,54.000,90.000
2,jaw,58.000,87.000
2,jaw,53.000,91.000
2,jaw,67.000,80.000
2,jaw,56.000,89.000
2,jaw,53.000,92.000
2,jaw,58.000,88.000
2,jaw,57.000,89.000
2,jaw,53.000,93.000
2,jaw,67.000,81.000
2,jaw,53.000,94.000
2,jaw,54.000,95.000
2,jaw,54.000,96.000
2,jaw,68.000,82.000
2,jaw,55.000,97.000
2,jaw,56.000,97.000
2,jaw,68.000,83.000
2,jaw,57.000,98.000
2,jaw,68.000,84.000
2,jaw,58.000,98.000
2,jaw,68.000,85.000
2,jaw,59.000,99.000
2,jaw,68.000,86.000
2,jaw,65.000,91.000
2,jaw,67.000,88.000
2,jaw,60.000,99.000
2,jaw,66.000,90.000
2,jaw,68.000,87.000
2,jaw,61.000,98.000
2,jaw,65.000,92.000
2,jaw,62.000,97.000
2,jaw,67.000,89.000
2,jaw,64.000,94.000
2,jaw,65.000,93.000
2,jaw,64.000,95.000
2,jaw,63.000,97.000
2,jaw,64.000,96.000
2,jaw,104.000,70.000
2,jaw,103.000,70.000
2,jaw,102.000,70.000
2,jaw,101.000,70.000
2,jaw,100.000,70.000
2,jaw,99.000,70.000
2,jaw,98.000,70.000
2,jaw,97.000,70.000
2,jaw,96.000,70.000
2,jaw,95.000,70.000
2,jaw,94.000,70.000
2,jaw,93.000,70.000
2,jaw,92.000,70.000
2,jaw,91.000,70.000
2,jaw,90.000,70.000
2,jaw,108.000,69.000
2,jaw,107.000,69.000
2,jaw,106.000,69.000
2,jaw,89.000,70.000
2,jaw,105.000,69.000
2,jaw,88.000,70.000
2,jaw,112.000,68.000
2,jaw,111.000,68.000
2,jaw,110.000,68.000
2,jaw,109.000,68.000
2,jaw,114.000,67.000
2,jaw,113.000,67.000
2,jaw,115.000,66.000
2,jaw,116.000,65.000
2,jaw,117.000,64.000
2,jaw,87.000,69.000
2,jaw,117.000,63.000
2,jaw,86.000,69.000
2,jaw,117.000,62.000
2,jaw,117.000,61.000
2,jaw,117.000,60.000
2,jaw,117.000,59.000
2,jaw,117.000,58.000
2,jaw,116.000,58.000
2,jaw,115.000,58.000
2,jaw,114.000,58.000
2,jaw,113.000,58.000
2,jaw,112.000,58.000
2,jaw,111.000,58.000
2,jaw,108.000,59.000
2,jaw,110.000,58.000
2,jaw,85.000,68.000
2,jaw,107.000,59.000
2,jaw,109.000,58.000
2,jaw,106.000,59.000
2,jaw,105.000,59.000
2,jaw,104.000,59.000
2,jaw,103.000,59.000
2,jaw,102.000,59.000
2,jaw,101.000,59.000
2,jaw,100.000,59.000
2,jaw,99.000,59.000
2,jaw,98.000,59.000
2,jaw,97.000,59.000
2,jaw,84.000,67.000
2,jaw,96.000,59.000
2,jaw,95.000,59.000
2,jaw,94.000,59.000
2,jaw,93.000,59.000
2,jaw,83.000,67.000
2,jaw,92.000,58.000
2,jaw,91.000,58.000
2,jaw,90.000,58.000
2,jaw,89.000,58.000
2,jaw,82.000,66.000
2,jaw,88.000,58.000
2,jaw,87.000,58.000
2,jaw,86.000,58.000
2,jaw,81.000,66.000
2,jaw,85.000,58.000
2,jaw,84.000,58.000
2,jaw,83.000,58.000
2,jaw,82.000,58.000
2,jaw,80.000,65.000
2,jaw,81.000,58.000
2,jaw,80.000,58.000
2,jaw,79.000,65.000
2,jaw,79.000,58.000
2,jaw,78.000,58.000
2,jaw,78.000,65.000
2,jaw,77.000,58.000
2,jaw,76.000,58.000
2,jaw,77.000,65.000
2,jaw,75.000,58.000
2,jaw,74.000,58.000
2,jaw,73.000,58.000
2,jaw,72.000,58.000
2,jaw,76.000,66.000
2,jaw,71.000,58.000
2,jaw,70.000,58.000
2,jaw,69.000,58.000
2,jaw,68.000,59.000
2,jaw,75.000,67.000
2,jaw,67.000,59.000
2,jaw,66.000,59.000
2,jaw,65.000,59.000
2,jaw,74.000,67.000
2,jaw,64.000,59.000
2,jaw,63.000,59.000
2,jaw,73.000,67.000
2,jaw,62.000,60.000
2,jaw,61.000,60.000
2,jaw,72.000,67.000
2,jaw,60.000,61.000
2,jaw,71.000,67.000
2,jaw,59.000,62.000
2,jaw,70.000,67.000
2,jaw,58.000,62.000
2,jaw,69.000,67.000
2,jaw,57.000,63.000
2,jaw,68.000,67.000
2,jaw,67.000,67.000
2,jaw,56.000,64.000
2,jaw,66.000,67.000
2,jaw,65.000,67.000
2,jaw,64.000,67.000
2,jaw,56.000,65.000
2,jaw,55.000,66.000
2,jaw,63.000,68.000
2,jaw,55.000,67.000
2,jaw,54.000,68.000
2,jaw,62.000,69.000
2,jaw,54.000,69.000
2,jaw,62.000,70.000
2,jaw,54.000,70.000
2,palate,115.000,110.000
2,palate,116.000,110.000
2,palate,107.000,112.000
2,palate,112.000,111.000
2,palate,108.000,112.000
2,palate,113.000,111.000
2,palate,109.000,112.000
2,palate,110.000,112.000
2,palate,107.000,113.000
2,palate,114.000,111.000
2,palate,111.000,112.000
2,palate,107.000,114.000
2,palate,107.000,115.000
2,palate,107.000,116.000
2,palate,107.000,117.000
2,palate,108.000,117.000
2,palate,109.000,117.000
2,palate,110.000,117.000
2,palate,111.000,117.000
2,palate,112.000,117.000
2,palate,113.000,117.000
2,palate,114.000,117.000
2,palate,115.000,117.000
2,palate,116.000,117.000
2,palate,117.000,117.000
2,palate,118.000,117.000
2,palate,119.000,117.000
2,palate,120.000,116.000
2,palate,121.000,115.000
2,palate,122.000,114.000
2,palate,123.000,113.000
2,palate,123.000,112.000
2,palate,124.000,111.000
2,palate,124.000,110.000
2,palate,125.000,109.000
2,palate,126.000,108.000
2,palate,127.000,107.000
2,palate,128.000,106.000
2,palate,129.000,105.000
2,palate,129.000,104.000
2,palate,130.000,103.000
2,palate,130.000,102.000
2,palate,130.000,101.000
2,palate,130.000,100.000
2,palate,130.000,99.000
2,palate,130.000,98.000
2,palate,128.000,100.000
2,palate,127.000,101.000
2,palate,126.000,102.000
2,palate,125.000,103.000
2,palate,124.000,104.000
2,palate,123.000,105.000
2,palate,128.000,99.000
2,palate,122.000,106.000
2,palate,129.000,97.000
2,palate,128.000,98.000
2,palate,121.000,107.000
2,palate,120.000,107.000
2,palate,119.000,107.000
2,palate,118.000,108.000
2,palate,117.000,109.000
3,tongue,68.500,90.000
3,tongue,67.500,92.297
3,tongue,67.500,94.897
3,tongue,68.637,97.137
3,tongue,70.476,98.976
3,tongue,72.529,100.515
3,tongue,74.590,102.045
3,tongue,76.915,103.207
3,tongue,79.247,104.349
3,tongue,81.816,104.663
3,tongue,84.241,105.500
3,tongue,86.841,105.500
3,tongue,89.265,106.353
3,tongue,91.850,106.500
3,tongue,94.449,106.500
3,tongue,97.049,106.500
3,tongue,99.636,106.373
3,tongue,102.058,105.500
3,tongue,104.658,105.500
3,tongue,107.198,105.151
3,tongue,109.654,104.369
3,tongue,112.074,103.485
3,tongue,114.466,102.517
3,tongue,116.521,100.979
3,tongue,118.359,99.141
3,tongue,120.125,97.250
3,tongue,121.287,94.925
3,tongue,122.712,92.788
3,tongue,124.340,90.802
3,tongue,125.084,88.333
3,tongue,125.500,85.809
3,tongue,125.655,83.224
3,tongue,127.503,81.599
3,tongue,129.852,80.648
3,tongue,131.436,78.627
3,tongue,132.450,76.251
3,tongue,131.665,73.830
3,tongue,130.213,71.713
3,tongue,129.500,69.297
3,tongue,128.500,67.000
3,jaw,54.000,71.000
3,jaw,62.000,71.000
3,jaw,54.000,72.000
3,jaw,62.000,72.000
3,jaw,54.000,73.000
3,jaw,62.000,73.000
3,jaw,55.000,74.000
3,jaw,55.000,75.000
3,jaw,63.000,74.000
3,jaw,55.000,76.000
3,jaw,56.000,77.000
3,jaw,64.000,75.000
3,jaw,56.000,78.000
3,jaw,57.000,79.000
3,jaw,65.000,76.000
3,jaw,58.000,80.000
3,jaw,65.000,77.000
3,jaw,58.000,81.000
3,jaw,59.000,82.000
3,jaw,66.000,78.000
3,jaw,59.000,83.000
3,jaw,66.000,79.000
3,jaw,59.000,84.000
3,jaw,52.000,90.000
3,jaw,59.000,85.000
3,jaw,51.000,91.000
3,jaw,58.000,86.000
3,jaw,53.000,90.000
3,jaw,51.000,92.000
3,jaw,54.000,90.000
3,jaw,58.000,87.000
3,jaw,57.000,88.000
3,jaw,67.000,80.000
3,jaw,51.000,93.000
3,jaw,56.000,89.000
3,jaw,55.000,90.000
3,jaw,51.000,94.000
3,jaw,67.000,81.000
3,jaw,52.000,95.000
3,jaw,52.000,96.000
3,jaw,53.000,97.000
3,jaw,68.000,82.000
3,jaw,54.000,98.000
3,jaw,55.000,98.000
3,jaw,68.000,83.000
3,jaw,56.000,99.000
3,jaw,68.000,84.000
3,jaw,57.000,99.000
3,jaw,68.000,85.000
3,jaw,58.000,99.000
3,jaw,59.000,99.000
3,jaw,68.000,86.000
3,jaw,67.000,88.000
3,jaw,60.000,99.000
3,jaw,68.000,87.000
3,jaw,61.000,98.000
3,jaw,67.000,89.000
3,jaw,62.000,98.000
3,jaw,67.000,90.000
3,jaw,63.000,97.000
3,jaw,66.000,92.000
3,jaw,67.000,91.000
3,jaw,66.000,93.000
3,jaw,64.000,97.000
3,jaw,66.000,94.000
3,jaw,65.000,96.000
3,jaw,66.000,95.000
3,jaw,105.000,69.000
3,jaw,104.000,69.000
3,jaw,103.000,69.000
3,jaw,102.000,69.000
3,jaw,101.000,69.000
3,jaw,100.000,69.000
3,jaw,111.000,68.000
3,jaw,99.000,69.000
3,jaw,110.000,68.000
3,jaw,98.000,69.000
3,jaw,109.000,68.000
3,jaw,108.000,68.000
3,jaw,97.000,69.000
3,jaw,107.000,68.000
3,jaw,96.000,69.000
3,jaw,106.000,68.000
3,jaw,95.000,69.000
3,jaw,113.000,67.000
3,jaw,112.000,67.000
3,jaw,94.000,69.000
3,jaw,93.000,69.000
3,jaw,92.000,69.000
3,jaw,115.000,66.000
3,jaw,114.000,66.000
3,jaw,91.000,69.000
3,jaw,117.000,65.000
3,jaw,90.000,69.000
3,jaw,116.000,65.000
3,jaw,89.000,69.000
3,jaw,118.000,64.000
3,jaw,88.000,69.000
3,jaw,118.000,63.000
3,jaw,87.000,69.000
3,jaw,118.000,62.000
3,jaw,86.000,69.000
3,jaw,118.000,61.000
3,jaw,118.000,60.000
3,jaw,118.000,59.000
3,jaw,118.000,58.000
3,jaw,117.000,58.000
3,jaw,116.000,58.000
3,jaw,115.000,58.000
3,jaw,114.000,58.000
3,jaw,113.000,58.000
3,jaw,112.000,58.000
3,jaw,111.000,58.000
3,jaw,110.000,58.000
3,jaw,109.000,58.000
3,jaw,85.000,68.000
3,jaw,108.000,58.000
3,jaw,107.000,58.000
3,jaw,106.000,58.000
3,jaw,105.000,58.000
3,jaw,84.000,68.000
3,jaw,104.000,58.000
3,jaw,103.000,58.000
3,jaw,102.000,58.000
3,jaw,101.000,58.000
3,jaw,100.000,58.000
3,jaw,99.000,58.000
3,jaw,98.000,58.000
3,jaw,97.000,58.000
3,jaw,96.000,58.000
3,jaw,95.000,58.000
3,jaw,94.000,58.000
3,jaw,83.000,67.000
3,jaw,93.000,58.000
3,jaw,92.000,58.000
3,jaw,91.000,58.000
3,jaw,83.000,66.000
3,jaw,90.000,58.000
3,jaw,89.000,58.000
3,jaw,88.000,57.000
3,jaw,87.000,57.000
3,jaw,82.000,65.000
3,jaw,86.000,57.000
3,jaw,85.000,57.000
3,jaw,81.000,65.000
3,jaw,84.000,57.000
3,jaw,83.000,57.000
3,jaw,80.000,65.000
3,jaw,82.000,57.000
3,jaw,81.000,57.000
3,jaw,79.000,66.000
3,jaw,80.000,57.000
3,jaw,79.000,57.000
3,jaw,78.000,57.000
3,jaw,77.000,57.000
3,jaw,78.000,67.000
3,jaw,76.000,57.000
3,jaw,75.000,57.000
3,jaw,74.000,57.000
3,jaw,77.000,67.000
3,jaw,73.000,57.000
3,jaw,72.000,57.000
3,jaw,71.000,57.000
3,jaw,70.000,57.000
3,jaw,76.000,67.000
3,jaw,69.000,57.000
3,jaw,68.000,58.000
3,jaw,67.000,58.000
3,jaw,75.000,67.000
3,jaw,66.000,58.000
3,jaw,65.000,58.000
3,jaw,74.000,67.000
3,jaw,64.000,59.000
3,jaw,63.000,59.000
3,jaw,73.000,67.000
3,jaw,62.000,60.000
3,jaw,61.000,60.000
3,jaw,72.000,67.000
3,jaw,60.000,61.000
3,jaw,71.000,67.000
3,jaw,59.000,61.000
3,jaw,70.000,67.000
3,jaw,58.000,62.000
3,jaw,69.000,67.000
3,jaw,57.000,63.000
3,jaw,68.000,67.000
3,jaw,67.000,67.000
3,jaw,57.000,64.000
3,jaw,66.000,67.000
3,jaw,65.000,67.000
3,jaw,64.000,67.000
3,jaw,56.000,65.000
3,jaw,55.000,66.000
3,jaw,63.000,68.000
3,jaw,55.000,67.000
3,jaw,54.000,68.000
3,jaw,62.000,69.000
3,jaw,54.000,69.000
3,jaw,62.000,70.000
3,jaw,54.000,70.000
3,palate,113.000,111.000
3,palate,114.000,111.000
3,palate,115.000,111.000
3,palate,110.000,112.000
3,palate,111.000,112.000
3,palate,107.000,113.000
3,palate,112.000,112.000
3,palate,108.000,113.000
3,palate,109.000,113.000
3,palate,107.000,114.000
3,palate,107.000,115.000
3,palate,107.000,116.000
3,palate,107.000,117.000
3,palate,107.000,118.000
3,palate,108.000,118.000
3,palate,109.000,118.000
3,palate,110.000,118.000
3,palate,111.000,118.000
3,palate,112.000,118.000
3,palate,113.000,119.000
3,palate,114.000,119.000
3,palate,115.000,119.000
3,palate,116.000,119.000
3,palate,117.000,119.000
3,palate,118.000,119.000
3,palate,119.000,119.000
3,palate,120.000,118.000
3,palate,121.000,117.000
3,palate,122.000,116.000
3,palate,123.000,115.000
3,palate,123.000,114.000
3,palate,124.000,113.000
3,palate,125.000,112.000
3,palate,126.000,111.000
3,palate,126.000,110.000
3,palate,127.000,109.000
3,palate,128.000,108.000
3,palate,129.000,107.000
3,palate,129.000,106.000
3,palate,129.000,105.000
3,palate,129.000,104.000
3,palate,129.000,103.000
3,palate,123.000,107.000
3,palate,124.000,106.000
3,palate,125.000,105.000
3,palate,128.000,102.000
3,palate,128.000,101.000
3,palate,125.000,104.000
3,palate,128.000,100.000
3,palate,122.000,107.000
3,palate,125.000,103.000
3,palate,128.000,99.000
3,palate,121.000,108.000
3,palate,128.000,98.000
3,palate,125.000,102.000
3,palate,127.000,99.000
3,palate,126.000,100.000
3,palate,127.000,98.000
3,palate,125.000,101.000
3,palate,120.000,108.000
3,palate,119.000,109.000
3,palate,118.000,110.000
3,palate,117.000,110.000
3,palate,116.000,110.000
4,tongue,70.000,88.500
4,tongue,68.575,91.375
4,tongue,70.817,93.658
4,tongue,72.859,96.218
4,tongue,75.175,98.675
4,tongue,77.593,101.047
4,tongue,80.671,102.434
4,tongue,83.807,103.654
4,tongue,86.351,105.851
4,tongue,89.362,107.372
4,tongue,92.631,108.065
4,tongue,95.943,108.500
4,tongue,99.144,109.500
4,tongue,102.359,110.372
4,tongue,105.522,109.489
4,tongue,108.703,108.500
4,tongue,111.947,107.776
4,tongue,115.127,106.686
4,tongue,118.307,105.596
4,tongue,120.956,103.544
4,tongue,123.354,101.146
4,tongue,124.500,98.117
4,tongue,125.517,94.917
4,tongue,126.500,91.714
4,tongue,126.500,88.322
4,tongue,126.500,84.930
4,tongue,126.409,81.547
4,tongue,125.500,78.337
4,tongue,124.527,75.133
4,tongue,123.778,71.944
4,tongue,126.522,71.022
4,tongue,127.500,74.121
4,tongue,127.500,77.513
4,tongue,127.691,80.882
4,tongue,130.354,82.073
4,tongue,132.128,79.245
4,tongue,132.500,75.918
4,tongue,131.607,72.714
4,tongue,130.414,69.569
4,tongue,129.000,66.500
4,jaw,54.000,72.000
4,jaw,61.000,72.000
4,jaw,54.000,73.000
4,jaw,62.000,73.000
4,jaw,55.000,74.000
4,jaw,55.000,75.000
4,jaw,62.000,74.000
4,jaw,56.000,76.000
4,jaw,63.000,75.000
4,jaw,56.000,77.000
4,jaw,63.000,76.000
4,jaw,57.000,78.000
4,jaw,57.000,79.000
4,jaw,64.000,77.000
4,jaw,58.000,80.000
4,jaw,64.000,78.000
4,jaw,59.000,81.000
4,jaw,64.000,79.000
4,jaw,59.000,82.000
4,jaw,59.000,83.000
4,jaw,65.000,80.000
4,jaw,59.000,84.000
4,jaw,58.000,85.000
4,jaw,50.000,91.000
4,jaw,49.000,92.000
4,jaw,52.000,90.000
4,jaw,51.000,91.000
4,jaw,58.000,86.000
4,jaw,54.000,89.000
4,jaw,57.000,87.000
4,jaw,53.000,90.000
4,jaw,49.000,93.000
4,jaw,55.000,89.000
4,jaw,49.000,94.000
4,jaw,57.000,88.000
4,jaw,56.000,89.000
4,jaw,66.000,81.000
4,jaw,49.000,95.000
4,jaw,49.000,96.000
4,jaw,49.000,97.000
4,jaw,50.000,98.000
4,jaw,67.000,82.000
4,jaw,51.000,98.000
4,jaw,52.000,99.000
4,jaw,52.000,100.000
4,jaw,68.000,83.000
4,jaw,53.000,101.000
4,jaw,68.000,84.000
4,jaw,54.000,102.000
4,jaw,55.000,102.000
4,jaw,68.000,85.000
4,jaw,56.000,102.000
4,jaw,57.000,102.000
4,jaw,68.000,86.000
4,jaw,58.000,102.000
4,jaw,68.000,87.000
4,jaw,59.000,102.000
4,jaw,66.000,91.000
4,jaw,60.000,101.000
4,jaw,68.000,88.000
4,jaw,67.000,90.000
4,jaw,66.000,92.000
4,jaw,61.000,101.000
4,jaw,64.000,96.000
4,jaw,68.000,89.000
4,jaw,62.000,100.000
4,jaw,66.000,93.000
4,jaw,65.000,95.000
4,jaw,64.000,97.000
4,jaw,63.000,99.000
4,jaw,66.000,94.000
4,jaw,64.000,98.000
4,jaw,100.000,69.000
4,jaw,108.000,68.000
4,jaw,99.000,69.000
4,jaw,107.000,68.000
4,jaw,106.000,68.000
